업소명,주소,대분류,분류
채선당플러스위례신도시점,서울 송파구 위례광장로 199-0,맛집,외국식
청기와타운잠실점,서울 송파구 오금로 125-0,맛집,한식
청와옥석촌호수점,서울 송파구 삼학사로 96-0,맛집,한식
청와옥올림픽공원점,서울 송파구 위례성대로 48-0,맛집,한식
춘향골남원추어탕오금본점,서울 송파구 위례성대로22길 18-0,맛집,한식
취영루송파점,서울 송파구 송이로 162-0,맛집,외국식
카페노티드잠실,서울 송파구 백제고분로45길 3-0,맛집,카페/찻집
칸지고고올림픽점,서울 송파구 위례성대로 114-0,맛집,외국식
쿠우쿠우송파하비오점,서울 송파구 송파대로 111-0,맛집,외국식
크래버대게나라잠실본점,서울 송파구 오금로 165-0,맛집,외국식
툇마루밥상,서울 송파구 송파대로22길 11-0,맛집,한식
파리크라상올림픽공원키친점,서울 송파구 올림픽로 424-0,맛집,간이음식
풍년뼈다귀해장국,서울 송파구 가락로 94-0,맛집,한식
프로퍼커피바,서울 송파구 위례성대로22길 6-0,맛집,카페/찻집
하연옥잠실점,서울 송파구 송파대로49길 61-0,맛집,한식
하츠베이커리,서울 송파구 중대로 210-0,맛집,간이음식
한아람,서울 송파구 위례성대로 34-0,맛집,한식
함경도찹쌀순대,서울 송파구 송파대로28길 32-0,맛집,한식
해주냉면,서울 송파구 백제고분로7길 8-16,맛집,한식
화사랑화로구이송파점,서울 송파구 오금로 162-0,맛집,한식
황도바지락칼국수,서울 송파구 백제고분로 358-0,맛집,한식
흥부골숯불돼지왕갈비,서울 송파구 백제고분로33길 35-0,맛집,한식
